usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_swe_news_2022_1M-sentences.json-354-6:6	['nominera..0-0']	ABBA kan vinna Grammy: ”Borde varit nominerade på 70-talet – inte nu”	36:46	0:69	nominera
PROCESSED_swe_news_2022_1M-sentences.json-355-16:16	['prisutdelning..0-0']	Abba-medlemmarna Björn Ulvaeus och Benny Andersson tog emot utmärkelsen av utrikeshandelsminister Anna Hallberg (S) vid en prisutdelning på utrikesdepartementet i Stockholm på onsdagen.	123:136	0:185	prisutdelning
PROCESSED_swe_news_2022_1M-sentences.json-362-18:18	['premiär..0-0']	ABBA:s återkomst och kommande konserter i London och en helt nyskriven musikal med Pippi Långstrump som har premiär under 2022.	108:115	0:127	premiär
PROCESSED_swe_news_2022_1M-sentences.json-365-14:14	['brist..0-0', 'brist..0-1']	Abbas har varit president för den palestinska myndigheten sedan 2005, men rönt kritik för bristen på demokratiska val de senaste 16 åren.	90:97	0:137	brist
PROCESSED_swe_news_2022_1M-sentences.json-370-17:17	['land..0-0']	Abbas sade att ”nyckeln till fred” i regionen börjar med att ”Israel upphör med ockupationen av vårt land”.	101:105	0:107	land
PROCESSED_swe_news_2022_1M-sentences.json-390-23:23	['påverkan..0-0']	ABB förutser under tredje kvartalet 2022 en tvåsiffrig jämförbar intäktstillväxt samt att den operativa ebita-marginalen sekventiellt ska förbättras, undantaget 60 punkter i positiv påverkan från specialposter under andra kvartalet.	182:190	0:232	påverkan
PROCESSED_swe_news_2022_1M-sentences.json-392-4:4	['exklusive..0-0']	ABB handlades från måndagen exklusive utdelning av aktier i divisionen Accelleron, som också gjorde debut på Zürichbörsen.	28:37	0:122	exklusive
PROCESSED_swe_news_2022_1M-sentences.json-399-5:5	['samma..0-0', 'samma..0-2']	Abborren på bilden är inte samma abborre som blev utsatt för ormen.	27:32	0:67	samma
PROCESSED_swe_news_2022_1M-sentences.json-402-19:19	['liberal..0-0', 'liberal..0-1', 'liberal..0-3']	Abbott å sin sida har inte varit sen med att koppla O'Rourke till vad han kallar ”president Bidens radikala, liberala agenda”.	109:117	0:126	liberal
PROCESSED_swe_news_2022_1M-sentences.json-414-20:20	['utsläpp..0-0']	ABB:s nya drönare kan identifiera läckage av metan från olje- och gassektorn, en viktig pusselbit för att kunna kapa utsläppen av den potenta växthusgasen.	117:126	0:155	utsläpp
PROCESSED_swe_news_2022_1M-sentences.json-416-14:14	['nyligen..0-0']	ABB:s vd Björn Rosengrens son arbetar som ”associate” vid storägaren Cevian, och har nyligen flyttat till Schweiz.	85:92	0:114	nyligen
PROCESSED_swe_news_2022_1M-sentences.json-423-4:4	['innan..0-1', 'innan..0-2', 'innan..0-3']	Abby Roque reducerade strax innan den sista periodvilan och tredje perioden blev en rysare.	28:33	0:91	innan
PROCESSED_swe_news_2022_1M-sentences.json-427-4:4	['värdefull..0-0']	ABC Ventilationsprodukter blir ett värdefullt tillskott i vårt erbjudande av kompletta inomhusklimatsystem som ytterligare kommer att stärka vår position på marknaden”, säger Andreas Örje Wellstam, VD Swegon Group.	35:45	0:214	värdefull
PROCESSED_swe_news_2022_1M-sentences.json-434-7:7	['allsvenska..0-0']	Abdelrahman ”Abdo” Saidi har varit en av allsvenskans stora utropstecken den här säsongen.	41:53	0:90	allsvenska
PROCESSED_swe_news_2022_1M-sentences.json-439-16:16	['syfte..0-0']	Abderrahman Bouanane som för fyra år sedan dömdes till livstids fängelse för två mord i terroristiskt syfte i Åbo är i rätten i igen.	102:107	0:133	syfte
PROCESSED_swe_news_2022_1M-sentences.json-448-12:12	['döda..0-0']	Abdi sade att FN hittills har kunnat bekräfta att 239 barn har dödats och minst 355 skadats sedan kriget startade, men att det troligtvis är många fler.	63:69	0:152	döda
PROCESSED_swe_news_2022_1M-sentences.json-452-4:4	['internationell..0-0']	Abd Rabbu Mansur Hadis internationellt erkända regering har stöd av en saudiledd koalition i kriget.	23:38	0:100	internationell
PROCESSED_swe_news_2022_1M-sentences.json-459-8:8	['anställd..0-0']	Abdulkadir Abdirahman Adan talar med en av sina anställda på ambulanscentralen som är väldigt enkel i sin utformning.	48:57	0:117	anställd
PROCESSED_swe_news_2022_1M-sentences.json-46-31:31	['borgmästare..0-0']	"""2 100 människor har packats i mottagningscentret på Lampedusa, och det finns sängar för 200. Det här kunde vara bilder från Libyen, men nej, det är Italien"", skriver Giusi Nicolini, tidigare borgmästare på Lampedusa, på Facebook."	192:203	0:230	borgmästare
PROCESSED_swe_news_2022_1M-sentences.json-460-16:16	['avståndstagande..0-0']	Abdulkarim Omar, det kurdiska självstyret i Norra Syriens utrikesminister, vill ge sin syn på Tobias Billströms avståndstagande av PYD/YPG och söndagens bombattentat i Istanbul.	112:127	0:177	avståndstagande
PROCESSED_swe_news_2022_1M-sentences.json-47-4:4	['anställd..0-0']	• 21 procent av de anställda är kvinnor, en ökning med 4 procentenheter sedan 2017.	19:28	0:83	anställd
PROCESSED_swe_news_2022_1M-sentences.json-471-21:21	['argument..0-0']	Abdulrahman Al-Jassim är absolut inte en omeriterad fotbollsdomare, han är bara inte meriterad nog för att det ska finnas några meritokratiska argument för att han ska få döma en medaljmatch i ett VM.	143:151	0:200	argument
PROCESSED_swe_news_2022_1M-sentences.json-474-11:11	['utanför..0-0', 'utanför..0-2']	Abdul ska även ha skjutit Sofian Ahmed ”Zocato” Barrak till döds utanför dennes hem i Estepona den 20 augusti 2018.	65:72	0:115	utanför
PROCESSED_swe_news_2022_1M-sentences.json-476-17:17	['allsvenska..0-0']	Abdussalam Magashy, 24, har varit en nyckelspelare i den här säsongen och spelade alla 30 matcher i allsvenskan den här säsongen.	100:111	0:129	allsvenska
PROCESSED_swe_news_2022_1M-sentences.json-479-25:25	['målvakt..0-0']	Abdussalam Magashy nickade först i ribban på ett inlägg och var sedan först på returen innan han dundrade in kvitteringen i taket bakom Göteborgs nye målvakt Warner Hahn.	150:157	0:170	målvakt
PROCESSED_swe_news_2022_1M-sentences.json-483-6:6	['timme..0-0']	Abe dödförklarades fem och en halv timme senare.	35:40	0:48	timme
PROCESSED_swe_news_2022_1M-sentences.json-485-2:2	['snabb..0-0']	Abe gjorde snabb karriär inom Liberaldemokratiska partiet (LDP) och valdes till premiärminister 2006, den yngste på posten under efterkrigstiden.	11:16	0:145	snabb
PROCESSED_swe_news_2022_1M-sentences.json-490-10:10	['rapport..0-0']	Abercrombie & Fitch föll med 30 procent i USA efter en rapport från den amerikanska klädkedjan som varken nådde upp till förväntningarna på kvartalsresultatet eller försäljningsprognoserna.	55:62	0:189	rapport
PROCESSED_swe_news_2022_1M-sentences.json-495-3:3	['samband..0-0']	Abe sköts i samband med att han höll ett tal.	12:19	0:45	samband
PROCESSED_swe_news_2022_1M-sentences.json-497-14:14	['värdefull..0-0']	”A” beskrivs av Reuters som världens största segelyacht, och är det senaste exemplet på värdefulla tillgångar som västländer beslagtagit av ryska oligarker efter Rysslands invasion av Ukraina.	88:98	0:192	värdefull
PROCESSED_swe_news_2022_1M-sentences.json-499-8:8	['euro..0-0']	ABF, Arbetarnas bildningsförbund på Åland, får 3 000 euro för att fira Åland 100 med fokus på mångkultur, skapande, kultur och glädje.	53:57	0:134	euro
PROCESSED_swe_news_2022_1M-sentences.json-5-8:8	['bibliotek..0-0']	• 10 miljoner för att öka tryggheten på stadens bibliotek.	48:57	0:58	bibliotek
PROCESSED_swe_news_2022_1M-sentences.json-504-7:7	['timme..0-0']	ABF:s personal ska inom ett par timmar ut, stänga fritidsgården, lämna in lokalnycklar och passerkort.	32:38	0:102	timme
PROCESSED_swe_news_2022_1M-sentences.json-506-11:11	['behålla..0-0']	ABG har höjt sin rekommendation för Mips till köp från tidigare behåll medan riktkursen om 1 200 kr upprepas.	64:70	0:109	behålla
PROCESSED_swe_news_2022_1M-sentences.json-506-18:18	['upprepa..0-0']	ABG har höjt sin rekommendation för Mips till köp från tidigare behåll medan riktkursen om 1 200 kr upprepas.	100:108	0:109	upprepa
PROCESSED_swe_news_2022_1M-sentences.json-511-7:7	['försvaga..0-0']	"ABG sänker skogsaktierna""Priserna ser ut att försvagas under 2023"" – ""Gynnsamt för hygienbolaget"""	45:54	0:97	försvaga
PROCESSED_swe_news_2022_1M-sentences.json-514-4:4	['nyligen..0-0']	ABG Sundahl Collier hamnade nyligen i blåsväder då bolaget skickade ut en inbjudan till en inflyttningsfest med Exit-tema.	28:35	0:122	nyligen
PROCESSED_swe_news_2022_1M-sentences.json-515-12:12	['samband..0-0']	ABG Sundal Collier AB och Kempen & Co är Joint Global Coordinators i samband med Företrädesemissionen.	69:76	0:102	samband
PROCESSED_swe_news_2022_1M-sentences.json-524-8:8	['behålla..0-0']	ABG Sundal Collier har nedgraderat Oncopeptides till sälj (behåll) och sänkt riktkursen till 12 kronor (43).	59:65	0:108	behålla
PROCESSED_swe_news_2022_1M-sentences.json-525-10:10	['behålla..0-0']	ABG Sundal Collier har sänkt sin rekommendation för aktien till behåll från köp.	64:70	0:80	behålla
PROCESSED_swe_news_2022_1M-sentences.json-528-16:16	['upprepa..0-0']	ABG Sundal Collier höjer riktkursen för till 1 600 kr från 1 500 kr. Rekommendationen köp upprepas.	90:98	0:99	upprepa
PROCESSED_swe_news_2022_1M-sentences.json-530-9:9	['behålla..0-0']	ABG Sundal Collier höjer sin rekommendation för Fabege till behåll från sälj.	60:66	0:77	behålla
PROCESSED_swe_news_2022_1M-sentences.json-536-14:14	['upprepa..0-0']	ABG Sundal Collier sänker riktkursen för till 345 kr från 365 kr. Rekommendationen köp upprepas.	87:95	0:96	upprepa
PROCESSED_swe_news_2022_1M-sentences.json-541-12:12	['behålla..0-0']	ABG Sundal Collier sänker sin rekommendation för Fractal, verksamt inom PC-gaminghårdvara, till behåll från köp.	96:102	0:112	behålla
PROCESSED_swe_news_2022_1M-sentences.json-548-12:12	['finansiell..0-0']	ABG Sundal Collier ser en sannolikhet för att hjälmteknikbolaget Mips höjer sina finansiella mål i samband med rapporten för det fjärde kvartalet.	81:92	0:146	finansiell
PROCESSED_swe_news_2022_1M-sentences.json-548-15:15	['samband..0-0']	ABG Sundal Collier ser en sannolikhet för att hjälmteknikbolaget Mips höjer sina finansiella mål i samband med rapporten för det fjärde kvartalet.	99:106	0:146	samband
PROCESSED_swe_news_2022_1M-sentences.json-548-17:17	['rapport..0-0']	ABG Sundal Collier ser en sannolikhet för att hjälmteknikbolaget Mips höjer sina finansiella mål i samband med rapporten för det fjärde kvartalet.	111:120	0:146	rapport
PROCESSED_swe_news_2022_1M-sentences.json-552-4:4	['distributör..0-0']	ABIC Kemi AB är distributör och levererar material för sammanfogning och tätning, kompositkonstruktioner, modeller, prototyper och verktyg, elkraft och elektronik, smörjmedel och oljor.	16:27	0:185	distributör
PROCESSED_swe_news_2022_1M-sentences.json-561-13:13	['skotsk..0-0']	”A bit of previous” hämtar näring från ett förr – men presenterar också det skotska bandet i en delvis ny musikalisk kostym.	76:83	0:124	skotsk
PROCESSED_swe_news_2022_1M-sentences.json-562-16:16	['skotsk..0-0']	”A bit of previous” hämtar näring från ett förr men presenterar också nya sidor hos det skotska indiebandet.	88:95	0:108	skotsk
PROCESSED_swe_news_2022_1M-sentences.json-569-8:8	['innan..0-1', 'innan..0-2', 'innan..0-3']	Abloh hann designa Louis Vuittons vår-sommar-kollektion för 2022 innan han gick bort i cancer i höstas, bara 41 år gammal.	65:70	0:122	innan
PROCESSED_swe_news_2022_1M-sentences.json-571-11:11	['energikälla..0-0']	Åbo äger det lokala energibolaget som kan ta beslut om vilka energikällor som används.	61:73	0:86	energikälla
PROCESSED_swe_news_2022_1M-sentences.json-572-6:6	['internationell..0-0']	Åbo Akademi är medlem i ett internationellt nätverk som heter Scholars at Risk (SAR).	28:43	0:85	internationell
PROCESSED_swe_news_2022_1M-sentences.json-579-13:13	['förvärra..0-0']	Åbo Akademi har beslutat att vårterminen inleds med distansstudier på grund av det förvärrade pandemiläget.	83:93	0:107	förvärra
PROCESSED_swe_news_2022_1M-sentences.json-579-5:5	['vårtermin..0-0']	Åbo Akademi har beslutat att vårterminen inleds med distansstudier på grund av det förvärrade pandemiläget.	29:40	0:107	vårtermin
PROCESSED_swe_news_2022_1M-sentences.json-581-6:6	['porträtt..0-0']	Åbo Akademi låter som hedersbetygelse måla porträtt av sina kanslerer och rektorer.	43:51	0:83	porträtt
PROCESSED_swe_news_2022_1M-sentences.json-584-8:8	['farled..0-0']	Åbo Akademi och Viking Line vill utveckla kolneutral farled till Stockholm – ”Målet kan nås om fem år”	53:59	0:102	farled
PROCESSED_swe_news_2022_1M-sentences.json-587-2:2	['samla..0-0']	Åbo Akademi samlade in drygt 6,4 miljoner euro under den medelinsamlingskampanj som pågått sedan den 15 juni 2020.	12:19	0:114	samla
PROCESSED_swe_news_2022_1M-sentences.json-588-2:2	['bibliotek..0-0']	Åbo Akademis bibliotek har stiftelsen byggt delvis med donerade medel, delvis med egna medel på en tomt som stiftelsen delvis fått som donation och delvis köpt.	13:22	0:160	bibliotek
PROCESSED_swe_news_2022_1M-sentences.json-588-9:9	['medel..0-0', 'medel..0-2']	Åbo Akademis bibliotek har stiftelsen byggt delvis med donerade medel, delvis med egna medel på en tomt som stiftelsen delvis fått som donation och delvis köpt.	64:69	0:160	medel
PROCESSED_swe_news_2022_1M-sentences.json-592-18:18	['behov..0-0']	Åbo Akademis ledning är i färd med att möblera om hela sitt innehav av fastigheter samtidigt som studenternas behov skyfflas under mattan.	110:115	0:138	behov
PROCESSED_swe_news_2022_1M-sentences.json-596-2:2	['studentkår..0-0']	Åbo Akademis studentkår har med oro följt med akademins planer på att göra sig av med flera fastigheter i akademikvarteret.	13:23	0:123	studentkår
PROCESSED_swe_news_2022_1M-sentences.json-601-12:12	['land..0-0']	Åbo är klar en förlorare då det gäller människor som flyttar inom landet – det är invandringen som får stadens invånarantal att växa.	66:72	0:133	land
PROCESSED_swe_news_2022_1M-sentences.json-614-18:18	['utanför..0-0', 'utanför..0-2']	Åbobon Mikko Kiiskinen har på fredagen lämnat in en ansökan till Åbo stad om att få resa tyg utanför det ryska konsulatet vid Vårdbergsparken i Åbo.	93:100	0:148	utanför
PROCESSED_swe_news_2022_1M-sentences.json-615-27:27	['situation..0-0']	Åbobon och socionomen Siri Nyberg ville ingripa när hon såg två drogpåverkade föräldrar med sina barn, men VR:s konduktör ansåg inte att något var onormalt med situationen.	160:171	0:172	situation
PROCESSED_swe_news_2022_1M-sentences.json-621-6:6	['rapport..0-0']	Åbo djurskyddsförening får ta emot fler rapporter än normalt om sjöfåglar som misstänks ha fågelinfluensa.	40:49	0:106	rapport
PROCESSED_swe_news_2022_1M-sentences.json-622-12:12	['morse..0-0']	"Åbo-Ekenäs-Helsingfors - det blir mycket i bil för Veritas vd Carl Haglund: ""I morse fick jag tvärnita för en hjort"""	79:84	0:116	morse
PROCESSED_swe_news_2022_1M-sentences.json-629-4:4	['behov..0-0']	Åbo Energi har noterat behovet att flytta…	23:30	0:42	behov
PROCESSED_swe_news_2022_1M-sentences.json-630-18:18	['timme..0-0']	Åbo Energi har skickat ut ett mejl där stamkunder erbjuds att byta sitt börselsavtal, där elpriset varierar från timme till timme, till ett tillsvidareavtal med fast pris.	113:118	0:171	timme
PROCESSED_swe_news_2022_1M-sentences.json-636-25:25	['pressmeddelande..0-0']	Åbo Energi och Åbonejdens Energiproduktion (Turun seudun energiatuotanto, TSE) har gjort en donation värd mer än 20 000 euro till Ukraina, berättar man i ett pressmeddelande.	158:173	0:174	pressmeddelande
PROCESSED_swe_news_2022_1M-sentences.json-643-6:6	['uppmana..0-0']	Åbo Energis verkställande direktör Timo Honkanen uppmanar så väl hushåll som företag och Åbo stad att sänka värmen i sina lokaler, kontrollera att fönstren är tätade och att släcka lampor.	49:57	0:188	uppmana
PROCESSED_swe_news_2022_1M-sentences.json-654-12:12	['uppdrag..0-0']	Åboföretaget har under det senaste året jobbat med konceptplaneringen av fartygen på uppdrag av den blivande ägaren, det norska rederiet Höegh Autoliners.	85:92	0:154	uppdrag
PROCESSED_swe_news_2022_1M-sentences.json-656-20:20	['urin..0-0']	Åboföretaget Medicortex har specialiserat sig på att diagnosticera hjärnskador med hjälp av ett snabbtest som kan tas ur saliven eller urinen.	135:141	0:142	urin
PROCESSED_swe_news_2022_1M-sentences.json-66-6:6	['romantisk..0-3']	”40 days and 40 nights”, den romantiska komedin med Josh Hartnett, som kommit ut bara månader tidigare.	29:39	0:103	romantisk
PROCESSED_swe_news_2022_1M-sentences.json-670-8:8	['fungera..0-0', 'fungera..0-2']	Åbofunikularen som går upp och ner för Kakolakullen fungerar igen.	52:60	0:66	fungera
PROCESSED_swe_news_2022_1M-sentences.json-689-6:6	['våldtäkt..0-0']	Åbo hovrätt frikänner en man för våldtäkt som ung förbrytare.	33:41	0:61	våldtäkt
PROCESSED_swe_news_2022_1M-sentences.json-690-16:16	['mellan..0-3']	Åbo hovrätt går in och ändrar en dom från Ålands tingsrätt gällande ett köpeavtal som ingicks mellan två män 2017.	94:100	0:114	mellan
PROCESSED_swe_news_2022_1M-sentences.json-692-18:18	['misshandel..0-0']	Åbo hovrätt har dömt en 39-årig man till 2 år och 2 månader fängelse för flera fall av misshandel och en grov misshandel av sina tidigare sambo i Åbo.	87:97	0:150	misshandel
PROCESSED_swe_news_2022_1M-sentences.json-695-16:16	['misshandel..0-0']	Åbo hovrätt skärper straffet för en man som i december 2020 blev dömd för hemfridsbrott och misshandel av en kvinna.	92:102	0:116	misshandel
PROCESSED_swe_news_2022_1M-sentences.json-709-3:3	['vår..0-0']	Åbo införde stadscykelsystemet våren 2018.	31:36	0:42	vår
PROCESSED_swe_news_2022_1M-sentences.json-71-5:5	['upplopp..0-0']	”44 personer som deltog i upploppen i ett antal regioner i kungariket har gripits och de kommer att ställas inför rätta”, säger direktoratet för allmän säkerhet i ett uttalande.	26:35	0:177	upplopp
PROCESSED_swe_news_2022_1M-sentences.json-71-8:8	['antal..0-0']	”44 personer som deltog i upploppen i ett antal regioner i kungariket har gripits och de kommer att ställas inför rätta”, säger direktoratet för allmän säkerhet i ett uttalande.	42:47	0:177	antal
PROCESSED_swe_news_2022_1M-sentences.json-711-3:3	['döda..0-0']	Åbojuristen Ilpo Härmäläinen dödades på ett ynkryggat sätt.	29:36	0:59	döda
PROCESSED_swe_news_2022_1M-sentences.json-712-3:3	['aktiv..0-0']	Åbokamraterna spelade ett aktivt försvarsspel matchen igenom.	26:32	0:61	aktiv
PROCESSED_swe_news_2022_1M-sentences.json-718-11:11	['euro..0-0']	Åbo kultur- och ungdomsnämnd beslöt att dela ut totalt 430 700 euro i stöd för kulturaktörer för bland annat produktion, utveckling, hobbyverksamhet och projekt på sitt möte på onsdagen.	63:67	0:186	euro
PROCESSED_swe_news_2022_1M-sentences.json-721-11:11	['vård..0-0']	Åboland förlorar sin plats i södra Finland som förespråkare av god vård på båda nationalspråken.	67:71	0:96	vård
PROCESSED_swe_news_2022_1M-sentences.json-721-5:5	['södra..0-0']	Åboland förlorar sin plats i södra Finland som förespråkare av god vård på båda nationalspråken.	29:34	0:96	södra
PROCESSED_swe_news_2022_1M-sentences.json-734-9:9	['antal..0-0']	Åbo ligger på tredje plats då man ser till antalet bostadslösa.	43:50	0:63	antal
PROCESSED_swe_news_2022_1M-sentences.json-736-4:4	['medel..0-0', 'medel..0-2']	Åbo lucia samlar in medel till luciainsamlingen tillsammans med Finlands lucia.	20:25	0:79	medel
PROCESSED_swe_news_2022_1M-sentences.json-737-11:11	['landskap..0-0', 'landskap..0-1']	Åbo museicentral anser att husen är en del av Kaskisbackens värdefulla landskap.	71:79	0:80	landskap
PROCESSED_swe_news_2022_1M-sentences.json-747-31:31	['arbetsplats..0-0']	Åbo och hela Åboland behöver rösta in representanter som identifierar vår potential, ständigt vässer vår näringslivsprofil och ser till att skapa de förutsättningar som behövs för att locka företag, investeringar och arbetsplatser till vår region.	217:230	0:247	arbetsplats
PROCESSED_swe_news_2022_1M-sentences.json-750-9:9	['utanför..0-0', 'utanför..0-2']	Åbopolisen undrar: Klev du in i en vit Volvo utanför polishuset förra fredagen?	45:52	0:79	utanför
PROCESSED_swe_news_2022_1M-sentences.json-751-6:6	['uppdrag..0-0']	Åbopolitikern Aki Lindén har skött hennes uppdrag de senaste månaderna och han lämnar nu…	42:49	0:89	uppdrag
PROCESSED_swe_news_2022_1M-sentences.json-755-13:13	['innan..0-1', 'innan..0-2', 'innan..0-3']	Åboregionen hade flera turister i juni och juli i år jämfört med tiden innan pandemin, 2019.	71:76	0:92	innan
PROCESSED_swe_news_2022_1M-sentences.json-761-12:12	['våldtäkt..0-0']	Abort är endast tillåtet i Polen om graviditeten är ett resultat av våldtäkt eller incest eller när moderns liv är i fara, sedan lagen skärptes i januari förra året.	68:76	0:165	våldtäkt
PROCESSED_swe_news_2022_1M-sentences.json-764-6:6	['land..0-0']	Abort är sedan 1998 totalförbjudet i landet och att avsluta en graviditet kan ge upp till åtta års fängelse.	37:43	0:108	land
PROCESSED_swe_news_2022_1M-sentences.json-769-17:17	['rättighet..0-0']	Aborter är en kvinnorättsfråga, konstaterar Ellen, men hon understryker att hon också ser det som en mänsklig rättighet.	110:119	0:120	rättighet
PROCESSED_swe_news_2022_1M-sentences.json-773-13:13	['delstat..0-0']	Aborterna minskade med 60 procent i Texas den första månaden med den amerikanska delstatens nya strikta abortlag.	81:91	0:113	delstat
PROCESSED_swe_news_2022_1M-sentences.json-775-7:7	['delstat..0-0']	Abortförbudet har redan införts i flera amerikanska delstater.	52:61	0:62	delstat
PROCESSED_swe_news_2022_1M-sentences.json-776-6:6	['delstat..0-0']	Abortförbud finns redan i flera amerikanska delstater.	44:53	0:54	delstat
PROCESSED_swe_news_2022_1M-sentences.json-786-13:13	['delstat..0-0']	Abortlagen i USA hotas: ”Kan bli mer eller mindre förbjudet i hälften av delstaterna”	73:84	0:85	delstat
PROCESSED_swe_news_2022_1M-sentences.json-787-1:1	['syfte..0-0']	Abortlagstiftningens syfte är att värna integritet och självbestämmande för den som önskar avbryta sin graviditet.	21:26	0:114	syfte
PROCESSED_swe_news_2022_1M-sentences.json-787-5:5	['integritet..0-0']	Abortlagstiftningens syfte är att värna integritet och självbestämmande för den som önskar avbryta sin graviditet.	40:50	0:114	integritet
PROCESSED_swe_news_2022_1M-sentences.json-791-1:1	['utanför..0-0', 'utanför..0-2']	Abortmotståndare utanför Högsta domstolen i Washington.	17:24	0:55	utanför
PROCESSED_swe_news_2022_1M-sentences.json-799-4:4	['delstat..0-0']	Aborträtten i ett 20-tal delstater står på spel – kan bli Trumps största politiska seger.	25:34	0:89	delstat
PROCESSED_swe_news_2022_1M-sentences.json-806-1:1	['samla..0-0']	Aborträttsaktivisterna samlas i Georgia inför tisdagens omval.	23:29	0:62	samla
PROCESSED_swe_news_2022_1M-sentences.json-808-1:1	['samla..0-0']	Aborträttsförespråkare samlades i Austin, Texas på lördagen för att demonstrera mot Högsta domstolens upphävande av den nationella aborträtten.	23:31	0:143	samla
PROCESSED_swe_news_2022_1M-sentences.json-810-22:22	['fruktansvärd..0-0', 'fruktansvärd..0-1']	Abort ska alltid vara möjligt i ett sådant fall! skamligt att hon nu måste resa och tigga om möjligheten att glömma denna fruktansvärda händelse.	122:135	0:145	fruktansvärd
PROCESSED_swe_news_2022_1M-sentences.json-810-23:23	['händelse..0-0', 'händelse..0-3']	Abort ska alltid vara möjligt i ett sådant fall! skamligt att hon nu måste resa och tigga om möjligheten att glömma denna fruktansvärda händelse.	136:144	0:145	händelse
PROCESSED_swe_news_2022_1M-sentences.json-811-7:7	['samband..0-0']	Abortstriden har blossat upp på nytt i samband med den amerikanska domstolsrysaren som berör Roe mot Wade.	39:46	0:106	samband
PROCESSED_swe_news_2022_1M-sentences.json-814-4:4	['butik..0-0']	Åbosamfundet och second hand butiken Aarre Turku vill liva upp området kring Gamla Stortorget och föreslår att där byggs en skridskobana.	29:36	0:137	butik
PROCESSED_swe_news_2022_1M-sentences.json-816-1:1	['borgmästare..0-0']	Åbos borgmästare Minna Arve anser att det ryska konsultatet i Åbo kunde läggas ned.	5:16	0:83	borgmästare
PROCESSED_swe_news_2022_1M-sentences.json-817-1:1	['borgmästare..0-0']	Åbos borgmästare Minna Arve har blivit antagen att delta i det ettåriga utbildningsprogrammet Bloomberg Harvard City Leadership Initiative.	5:16	0:139	borgmästare
PROCESSED_swe_news_2022_1M-sentences.json-818-1:1	['borgmästare..0-0']	Åbos borgmästare Minna Arve riktade en stark vädjan till Åboborna under en nätsänd informationsträff på onsdag morgon med anledning av kriget i Ukraina.	5:16	0:152	borgmästare
PROCESSED_swe_news_2022_1M-sentences.json-819-1:1	['borgmästare..0-0']	Åbos borgmästare Minna Arve (Saml) har testat positivt för covid-19.	5:16	0:68	borgmästare
PROCESSED_swe_news_2022_1M-sentences.json-82-4:4	['döda..0-0']	”60 personer har troligtvis dött under rasmassorna”, skriver han på Telegram.	28:32	0:77	döda
PROCESSED_swe_news_2022_1M-sentences.json-824-1:1	['internationell..0-0']	Åbos internationella skola, här byggnaden för högstadie- och gymnasieelever.	5:20	0:76	internationell
PROCESSED_swe_news_2022_1M-sentences.json-829-9:9	['morän..0-0']	Åbos mark består av lera (Tammerfors mest av stabil morän) och är dessutom belamrad med fornminnen.	52:57	0:99	morän
PROCESSED_swe_news_2022_1M-sentences.json-833-3:3	['tidsplan..0-0']	Åbo stad ändrar tidsplanerna för utvecklingen av Slottsudden och områdets storprojekt.	16:28	0:86	tidsplan
PROCESSED_swe_news_2022_1M-sentences.json-840-10:10	['missbrukare..0-0']	Åbo stad borde arbeta för experiment av särskilda rum där missbrukare under hygieniska och kontrollerade förhållanden kunde injicera droger.	58:69	0:140	missbrukare
PROCESSED_swe_news_2022_1M-sentences.json-840-12:12	['hygienisk..0-0', 'hygienisk..0-1']	Åbo stad borde arbeta för experiment av särskilda rum där missbrukare under hygieniska och kontrollerade förhållanden kunde injicera droger.	76:86	0:140	hygienisk
PROCESSED_swe_news_2022_1M-sentences.json-844-26:26	['hen..0-0', 'hen..0-1']	Åbo stad fick betala 1 500 € i gottgörelse till en kund för diskriminering, eftersom kunden inte fått betjäning på svenska vid stadens funktionshinderservice trots att hen bett om det.	168:171	0:184	hen
PROCESSED_swe_news_2022_1M-sentences.json-848-8:8	['tävling..0-0']	Åbo stad går alltså vidare med tvåan i tävlingen och bidraget ”Agora” då gamla konserthuset och Aningaisbacken ska utvecklas.	39:48	0:125	tävling
PROCESSED_swe_news_2022_1M-sentences.json-850-16:16	['park..0-0']	Åbo stad genomför en undersökning där invånarna får berätta sin åsikt om hur staden sköter sina parker och underhåller sina gator.	96:102	0:130	park
PROCESSED_swe_news_2022_1M-sentences.json-858-10:10	['syfte..0-0']	Åbo stad har öppnat en ny enkät för invånarna med syftet att kartlägga invånarnas erfarenheter av fenomen kring säkerheten.	50:56	0:123	syfte
PROCESSED_swe_news_2022_1M-sentences.json-858-6:6	['enkät..0-0']	Åbo stad har öppnat en ny enkät för invånarna med syftet att kartlägga invånarnas erfarenheter av fenomen kring säkerheten.	26:31	0:123	enkät
PROCESSED_swe_news_2022_1M-sentences.json-859-25:25	['bukett..0-0', 'bukett..0-1']	Åbo stad har planterat ängsblommor på 37 åkrar runt stan, blommor som nu är tillgängliga för alla som vill pigga upp vardagen med en nätt bukett.	138:144	0:145	bukett
PROCESSED_swe_news_2022_1M-sentences.json-862-8:8	['behov..0-0']	Åbo stad har utarbetat en långtidsplan för skolornas behov av ersättande lokaler.	53:58	0:81	behov
PROCESSED_swe_news_2022_1M-sentences.json-865-6:6	['euro..0-0']	Åbo stad kammade hem 6,2 miljoner euro då Transport- och kommunikationsverket Traficom delade ut stöd till satsningar som främjar fotgängar- och cykeltrafik.	34:38	0:157	euro
